Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
road_biking,2018-09-11 17:43:18,false,"Bang Phli Road Cycling","70.46","811","01:59:14","138","176","--","--","--","35.5","50.5","14","20","0.00","0.0","0.0","81","115","136","--","92.0","135","113","563","0.0","0.0","9559","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-09 06:46:38,false,"Bang Phli Road Cycling","117.35","1,444","03:29:56","141","165","--","--","--","33.5","46.6","24","29","0.00","0.0","0.0","81","116","122","--","130.9","136","115","595","0.0","0.0","17000","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-08 06:44:52,false,"Bang Phli Road Cycling","117.52","1,496","03:40:00","145","187","--","--","--","32.1","49.3","23","31","0.00","0.0","0.0","81","122","119","--","130.0","134","113","548","0.0","0.0","17744","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-06 17:35:45,false,"Bang Phli Road Cycling","93.88","1,110","03:00:41","133","168","--","--","--","31.2","46.2","11","35","0.00","0.0","0.0","81","105","112","--","94.1","128","102","544","0.0","0.0","14442","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-05 17:20:30,false,"Bang Phli Road Cycling","23.40","281","00:40:03","143","174","--","--","--","35.1","55.3","1","7","0.00","0.0","0.0","91","127","147","--","35.4","134","117","658","0.0","0.0","3612","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-04 19:15:04,false,"Bang Phli Road Cycling","23.43","290","00:42:17","141","171","--","--","--","33.2","45.4","2","9","0.00","0.0","0.0","85","122","130","--","29.6","142","115","449","0.0","0.0","3589","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-02 06:50:14,false,"Bang Phli Road Cycling","46.88","569","01:31:55","137","163","--","--","--","30.6","36.8","4","6","0.00","0.0","0.0","79","98","112","--","47.8","126","103","305","0.0","0.0","7277","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-01 07:05:29,false,"Mueang Pathum Thani Road Cycling","204.47","2,191","08:01:34","130","185","--","--","--","25.5","41.5","163","142","0.00","0.0","0.0","73","115","99","--","198.0","112","76","580","0.0","0.0","28764","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-30 17:49:43,false,"Bang Phli Road Cycling","70.33","992","02:10:33","152","176","--","--","--","32.3","45.7","16","26","0.00","0.0","0.0","85","109","134","--","97.3","159","127","319","0.0","0.0","11085","0:00","25.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-08-29 18:02:17,false,"Bang Phli Road Cycling","46.91","563","01:37:20","136","170","--","--","--","28.9","47.3","10","19","0.00","0.0","0.0","76","104","126","--","64.4","128","97","487","0.0","0.0","6798","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-08-25 06:59:56,false,"Chom Bueng Road Cycling","397.10","5,113","16:46:24","136","195","--","--","--","23.7","62.6","3,721","3,713","0.00","0.0","0.0","75","213","115","--","555.4","126","85","972","0.0","0.0","59704","0:00","19.0","0:00","No","00:00.00","5","0.0"
road_biking,2018-08-22 18:09:08,false,"Bang Phli Road Cycling","46.86","534","01:32:00","136","167","--","--","--","30.6","44.0","9","14","0.00","0.0","0.0","86","113","109","--","45.5","131","97","293","0.0","0.0","7697","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-21 17:38:40,false,"Bang Phli Road Cycling","93.91","1,047","02:51:01","140","169","--","--","--","32.9","51.4","12","22","0.00","0.0","0.0","83","122","120","--","102.2","136","102","636","0.0","0.0","13845","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-20 17:38:40,false,"Bang Phli Road Cycling","70.34","923","02:19:35","148","172","--","--","--","30.2","55.6","14","20","0.00","0.0","0.0","83","115","121","--","85.2","134","110","537","0.0","0.0","11441","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-17 18:10:06,false,"Bang Phli Road Cycling","46.86","640","01:28:28","147","185","--","--","--","31.8","43.3","8","18","0.00","0.0","0.0","87","110","127","--","59.4","139","121","338","0.0","0.0","7596","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-16 18:47:17,false,"Bang Phli Road Cycling","23.45","262","00:42:47","144","170","--","--","--","32.9","48.9","4","7","0.00","0.0","0.0","76","115","130","--","29.6","136","102","602","0.0","0.0","3029","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-16 17:37:43,false,"Bang Phli Road Cycling","46.93","535","01:09:23","155","173","--","--","--","40.6","55.0","7","11","0.00","0.0","0.0","84","118","139","--","55.5","141","129","594","0.0","0.0","5782","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-14 17:52:15,false,"Bang Phli Road Cycling","46.86","477","01:57:14","112","159","--","--","--","24.0","35.4","4","10","0.00","0.0","0.0","69","135","94","--","42.8","135","68","416","0.0","0.0","7762","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-13 06:27:18,false,"Bang Phli Road Cycling","93.96","995","02:39:54","132","165","--","--","--","35.3","53.5","14","28","0.00","0.0","0.0","76","115","121","--","96.7","129","104","575","0.0","0.0","11946","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-12 06:32:00,false,"Bang Phli Road Cycling","94.18","1,136","02:54:25","146","171","--","--","--","32.4","47.7","30","38","0.00","0.0","0.0","81","110","117","--","99.2","131","109","496","0.0","0.0","13815","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-11 17:41:02,false,"Bang Phli Road Cycling","46.94","591","01:37:23","126","157","--","--","--","28.9","48.7","8","13","0.00","0.0","0.0","80","96","121","--","59.1","135","101","410","0.0","0.0","7541","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-09 17:50:10,false,"Bang Phli Road Cycling","70.47","802","01:52:32","155","176","--","--","--","37.6","54.4","9","18","0.00","0.0","0.0","88","118","133","--","83.0","135","119","703","0.0","0.0","9670","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-08 17:55:54,false,"Bang Phli Road Cycling","70.37","807","02:22:42","129","166","--","--","--","29.6","56.0","6","20","0.00","0.0","0.0","77","128","116","--","79.1","128","94","501","0.0","0.0","10786","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-06 17:50:55,false,"Bang Phli Road Cycling","70.40","864","02:24:14","133","168","--","--","--","29.3","42.7","7","19","0.00","0.0","0.0","83","104","110","--","71.9","126","100","354","0.0","0.0","11472","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-05 06:33:29,false,"Bang Phli Road Cycling","100.20","1,220","03:02:51","149","180","--","--","--","32.9","51.5","30","33","0.00","0.0","0.0","82","114","122","--","113.5","132","111","633","0.0","0.0","14472","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-04 06:46:47,false,"Bang Phli Road Cycling","100.19","1,091","02:59:35","149","178","--","--","--","33.5","49.4","36","34","0.00","0.0","0.0","79","112","111","--","92.7","114","101","652","0.0","0.0","13937","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-02 17:05:25,false,"Bang Phli Road Cycling","117.28","1,304","03:40:31","151","192","--","--","--","31.9","49.6","38","51","0.00","0.0","0.0","81","116","111","--","112.2","127","99","654","0.0","0.0","17434","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-28 06:11:13,false,"Sattahip Road Cycling","25.05","421","01:15:04","134","180","--","--","--","20.0","53.6","268","278","0.00","0.0","0.0","70","119","151","--","71.0","122","93","552","0.0","0.0","3703","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-26 17:21:26,false,"Bang Phli Road Cycling","51.60","642","01:32:26","142","175","--","--","--","33.5","58.3","7","13","0.00","0.0","0.0","80","121","144","--","79.9","143","116","706","0.0","0.0","7222","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-22 07:19:39,false,"Bang Phli Road Cycling","93.83","1,038","02:55:46","143","165","--","--","--","32.0","46.2","19","23","0.00","0.0","0.0","80","106","109","--","86.7","130","98","606","0.0","0.0","13708","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-21 19:04:33,false,"Bang Phli Road Cycling","46.78","615","01:31:20","151","178","--","--","--","30.7","37.0","5","9","0.00","0.0","0.0","75","94","118","--","52.6","133","112","290","0.0","0.0","6782","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-21 18:26:42,false,"Bang Phli Road Cycling","23.52","293","00:37:42","154","178","--","--","--","37.4","51.7","2","8","0.00","0.0","0.0","83","126","152","--","35.8","141","130","603","0.0","0.0","3125","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-18 17:27:15,false,"Bang Phli Road Cycling","70.30","936","01:55:22","152","178","--","--","--","36.6","56.5","21","26","0.00","0.0","0.0","79","110","153","--","111.5","165","135","600","0.0","0.0","9003","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-16 17:28:48,false,"Bang Phli Road Cycling","46.86","611","01:35:11","128","152","--","--","--","29.5","42.5","6","11","0.00","0.0","0.0","81","102","113","--","50.7","123","107","442","0.0","0.0","7639","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-15 07:34:10,false,"Bang Phli Road Cycling","70.23","779","02:00:40","146","176","--","--","--","34.9","56.2","28","30","0.00","0.0","0.0","80","116","128","--","82.1","122","108","644","0.0","0.0","9361","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-15 06:22:14,false,"Bang Phli Road Cycling","47.12","505","01:11:46","150","178","--","--","--","39.4","52.4","15","18","0.00","0.0","0.0","90","126","134","--","53.1","143","117","682","0.0","0.0","6388","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-14 17:32:57,false,"Bang Phli Road Cycling","23.40","352","00:47:26","143","169","--","--","--","29.6","36.8","5","9","0.00","0.0","0.0","80","104","137","--","36.6","136","124","368","0.0","0.0","3737","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-13 17:47:34,false,"Bang Phli Road Cycling","93.78","1,156","03:09:58","143","172","--","--","--","29.6","46.3","25","42","0.00","0.0","0.0","79","107","115","--","105.3","138","101","393","0.0","0.0","14693","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-10 18:06:41,false,"Bang Phli Road Cycling","46.85","605","01:26:41","145","167","--","--","--","32.4","50.1","10","14","0.00","0.0","0.0","89","112","131","--","61.9","136","116","518","0.0","0.0","7631","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-09 17:44:01,false,"Bang Phli Road Cycling","23.43","270","00:48:40","122","144","--","--","--","28.9","42.1","10","26","0.00","0.0","0.0","78","102","104","--","21.8","115","93","361","0.0","0.0","3599","0:00","20.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-08 06:55:58,false,"Bang Phli Road Cycling","46.88","544","01:28:51","133","168","--","--","--","31.7","45.7","9","12","0.00","0.0","0.0","83","110","116","--","49.9","116","102","490","0.0","0.0","7153","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-07 06:56:12,false,"Bang Phli Road Cycling","70.40","801","01:59:31","152","177","--","--","--","35.3","54.1","17","23","0.00","0.0","0.0","85","129","129","--","82.1","128","112","684","0.0","0.0","10059","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-05 18:09:48,false,"Bang Phli Road Cycling","70.40","948","02:07:04","152","177","--","--","--","33.2","55.4","11","16","0.00","0.0","0.0","88","132","134","--","94.3","150","124","699","0.0","0.0","11083","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-04 17:47:39,false,"Bang Phli Road Cycling","46.89","614","01:26:10","154","174","--","--","--","32.7","54.0","12","13","0.00","0.0","0.0","87","118","133","--","63.0","138","119","561","0.0","0.0","7474","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-07-01 17:29:18,false,"Bang Phli Road Cycling","100.11","1,187","03:18:11","149","180","--","--","--","30.3","40.7","14","25","0.00","0.0","0.0","88","113","108","--","96.8","123","100","502","0.0","0.0","17241","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-29 17:57:49,false,"Bang Phli Road Cycling","50.14","615","01:37:19","144","168","--","--","--","30.9","40.5","10","10","0.00","0.0","0.0","90","112","115","--","53.2","124","105","287","0.0","0.0","8706","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-25 18:00:58,false,"Bang Phli Road Cycling","46.95","489","01:31:59","125","149","--","--","--","30.6","38.3","5","9","0.00","0.0","0.0","89","122","95","--","34.2","110","89","402","0.0","0.0","8155","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-24 06:38:58,false,"Bang Phli Road Cycling","117.36","1,391","03:17:22","143","175","--","--","--","35.7","51.8","31","37","0.00","0.0","0.0","84","124","138","--","157.1","139","118","661","0.0","0.0","16411","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-23 06:47:25,false,"Bang Phli Road Cycling","93.85","1,429","02:39:55","156","177","--","--","--","35.2","53.2","36","40","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-21 17:38:48,false,"Bang Phli Road Cycling","75.06","943","02:08:58","--","--","--","--","--","34.9","53.7","20","28","0.00","0.0","0.0","87","121","140","--","104.2","143","121","713","0.0","0.0","11002","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-20 17:35:36,false,"Bang Phli Road Cycling","46.94","571","01:23:19","144","167","--","--","--","33.8","45.6","11","13","0.00","0.0","0.0","94","125","124","--","52.9","125","114","602","0.0","0.0","7771","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-19 18:04:59,false,"Bang Phli Road Cycling","46.85","676","01:29:19","154","174","--","--","--","31.5","43.8","8","14","0.00","0.0","0.0","94","112","137","--","69.1","150","126","330","0.0","0.0","8324","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-17 06:53:47,false,"Bang Phli Road Cycling","70.42","808","02:00:44","148","181","--","--","--","35.0","55.0","16","24","0.00","0.0","0.0","85","123","129","--","83.3","141","112","756","0.0","0.0","10275","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-16 07:07:08,false,"Bang Phli Road Cycling","46.86","514","01:28:21","137","180","--","--","--","31.8","51.4","11","12","0.00","0.0","0.0","84","118","127","--","59.3","112","97","604","0.0","0.0","7302","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-12 17:39:29,false,"Bang Phli Road Cycling","70.44","799","02:00:40","147","178","--","--","--","35.0","56.1","21","26","0.00","0.0","0.0","84","122","136","--","92.4","144","110","735","0.0","0.0","10025","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-11 18:16:16,false,"Bang Phli Road Cycling","46.86","654","01:30:36","145","183","--","--","--","31.0","50.3","8","14","0.00","0.0","0.0","86","106","131","--","64.9","142","120","470","0.0","0.0","7781","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-08 18:23:52,false,"Bang Phli Road Cycling","23.41","234","00:55:06","116","151","--","--","--","25.5","34.7","1","5","0.00","0.0","0.0","89","108","76","--","13.2","79","71","518","0.0","0.0","4802","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-07 18:15:09,false,"Bang Phli Road Cycling","46.89","610","01:26:46","144","179","--","--","--","32.4","54.2","12","18","0.00","0.0","0.0","86","124","142","--","72.1","160","117","589","0.0","0.0","7396","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-06 18:38:19,false,"Bang Phli Road Cycling","23.41","243","00:50:23","110","129","--","--","--","27.9","32.3","1","4","0.00","0.0","0.0","74","92","83","--","14.3","85","81","210","0.0","0.0","3744","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-04 17:43:02,false,"Bang Phli Road Cycling","46.84","457","01:52:41","108","146","--","--","--","24.9","38.4","7","17","0.00","0.0","0.0","75","90","73","--","25.1","84","68","240","0.0","0.0","8347","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-06-02 06:59:59,false,"Chom Bueng Road Cycling","303.34","4,202","13:16:49","137","183","--","--","--","22.8","71.1","3,117","3,121","0.00","0.0","0.0","71","124","117","--","453.2","137","88","513","0.0","0.0","44940","0:00","20.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-31 18:10:35,false,"Bang Phli Road Cycling","46.86","616","01:30:13","152","181","--","--","--","31.2","43.5","6","12","0.00","0.0","0.0","93","124","128","--","61.7","139","114","409","0.0","0.0","8345","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-28 17:36:54,false,"Bang Phli Road Cycling","70.37","852","02:13:27","134","164","--","--","--","31.6","47.6","13","20","0.00","0.0","0.0","79","109","129","50% L / 50% R","92.6","135","106","582","0.0","0.0","10192","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-27 18:55:13,false,"Bang Phli Road Cycling","46.84","640","01:29:17","145","166","--","--","--","31.5","45.6","4","12","0.00","0.0","0.0","87","107","124","50% L / 50% R","57.3","137","120","312","0.0","0.0","7683","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-26 06:38:13,false,"Bang Phli Road Cycling","93.95","999","02:36:48","147","172","--","--","--","36.0","45.4","21","37","0.00","0.0","0.0","74","112","115","50% L / 50% R","86.7","119","106","519","0.0","0.0","10542","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-25 17:56:51,false,"Bang Phli Road Cycling","46.85","629","01:29:29","145","168","--","--","--","31.4","40.5","6","7","0.00","0.0","0.0","91","120","122","50% L / 50% R","55.6","135","117","398","0.0","0.0","8014","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-24 17:39:24,false,"Bang Phli Road Cycling","70.43","831","02:02:51","141","182","--","--","--","34.4","59.0","14","21","0.00","0.0","0.0","78","158","153","50% L / 50% R","119.2","131","113","768","0.0","0.0","8994","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-21 17:18:45,false,"Bang Phli Road Cycling","70.42","850","01:59:55","147","174","--","--","--","35.2","42.7","14","25","0.00","0.0","0.0","76","130","126","50% L / 50% R","79.1","134","118","512","0.0","0.0","8531","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-20 19:00:42,false,"Bang Phli Road Cycling","23.37","228","00:56:47","118","150","--","--","--","24.7","29.0","4","4","0.00","0.0","0.0","58","76","73","50% L / 50% R","12.5","80","67","190","0.0","0.0","3107","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-20 17:44:53,false,"Bang Phli Road Cycling","46.92","544","01:15:39","153","177","--","--","--","37.2","52.7","16","17","0.00","0.0","0.0","74","128","145","50% L / 50% R","65.5","137","120","678","0.0","0.0","5149","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-16 18:44:39,false,"Bang Phli Road Cycling","22.77","224","00:41:50","135","170","--","--","--","32.7","43.6","6","8","0.00","0.0","0.0","59","100","105","50% L / 50% R","19.1","94","89","395","0.0","0.0","2214","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-16 17:31:20,false,"Bang Phli Road Cycling","47.63","503","01:13:11","151","175","--","--","--","39.0","51.5","11","15","0.00","0.0","0.0","74","133","123","50% L / 50% R","45.5","123","115","601","0.0","0.0","4942","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-09 18:03:10,false,"Bang Phli Road Cycling","46.92","577","01:20:09","144","167","--","--","--","35.1","50.5","11","19","0.00","0.0","0.0","75","141","140","50% L / 50% R","65.5","130","120","657","0.0","0.0","5700","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-08 17:41:35,false,"Bang Phli Road Cycling","46.90","552","01:22:21","146","174","--","--","--","34.2","47.5","8","13","0.00","0.0","0.0","76","127","129","50% L / 50% R","56.6","132","112","658","0.0","0.0","5673","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-07 18:12:13,false,"Bang Phli Road Cycling","46.89","504","01:31:44","127","158","--","--","--","30.7","50.5","7","11","0.00","0.0","0.0","80","109","108","--","44.1","109","92","696","0.0","0.0","7252","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-05 07:01:22,false,"Mueang Nakhon Pathom Road Cycling","399.36","4,604","13:32:20","140","196","--","--","--","29.5","72.2","893","902","0.00","0.0","0.0","70","157","112","--","421.8","128","94","567","0.0","0.0","50750","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-01 08:23:41,false,"Bang Phli Road Cycling","23.16","317","00:39:28","150","164","--","--","--","35.2","48.4","8","9","0.00","0.0","0.0","73","99","141","--","32.3","144","134","589","0.0","0.0","2836","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-05-01 06:30:01,false,"Bang Phli Road Cycling","70.70","902","01:53:29","148","180","--","--","--","37.4","45.8","35","42","0.00","0.0","0.0","84","117","146","--","99.8","163","133","718","0.0","0.0","9535","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-29 10:16:38,false,"Bang Phli Road Cycling","23.21","300","00:48:47","143","160","--","--","--","28.5","35.5","3","3","0.00","0.0","0.0","71","94","107","50% L / 50% R","23.0","113","103","395","0.0","0.0","3398","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-29 06:46:56,false,"Bang Phli Road Cycling","117.66","1,335","03:21:53","137","182","--","--","--","35.0","49.2","20","25","0.00","0.0","0.0","72","102","122","50% L / 50% R","124.7","133","110","564","0.0","0.0","13801","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-28 06:25:01,false,"Bang Phli Road Cycling","46.87","685","01:30:49","144","178","--","--","--","31.0","35.7","7","13","0.00","0.0","0.0","82","126","132","50% L / 50% R","65.3","145","126","402","0.0","0.0","7391","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-25 18:22:14,false,"Bang Phli Road Cycling","46.86","671","01:28:23","142","161","--","--","--","31.8","41.7","5","11","0.00","0.0","0.0","85","125","133","50% L / 50% R","64.5","137","127","312","0.0","0.0","7342","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-24 17:38:07,false,"Bang Phli Road Cycling","70.47","849","02:03:15","144","172","--","--","--","34.3","57.5","8","23","0.00","0.0","0.0","73","125","135","50% L / 50% R","93.5","140","115","651","0.0","0.0","8423","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-23 17:48:16,false,"Bang Phli Road Cycling","53.46","625","01:50:50","131","157","--","--","--","28.9","39.9","11","15","0.00","0.0","0.0","81","199","109","50% L / 50% R","54.9","133","94","1,015","0.0","0.0","8319","0:00","27.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-22 06:23:09,false,"Bang Phli Road Cycling","70.41","869","02:04:53","149","191","--","--","--","33.8","47.3","17","25","0.00","0.0","0.0","77","111","127","50% L / 50% R","83.4","136","116","578","0.0","0.0","8959","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-04-21 06:20:43,false,"Bang Phli Road Cycling","69.47","748","02:02:32","153","176","--","--","--","34.0","46.3","14","22","0.00","0.0","0.0","70","125","111","50% L / 50% R","62.6","132","102","581","0.0","0.0","7443","0:00","25.0","0:00","No","00:00.00","1","0.0"
